application_id,age,annual_income,loan_amount,monthly_emi,cibil_score,employment_type,loan_purpose,event_timestamp,applied_channel
LA2024000025,37.0,1758022.0,983604.0,20656,402.0,Student,Education,2024-06-18 05:49:33,Mobile App
LA2024000026,48.0,351324.0,633500.0,13304,676.0,Student,Personal,2024-01-31 14:47:49,Branch
LA2024000027,40.0,1125462.0,1243004.0,26103,624.0,Self-Employed,Personal,2024-07-20 18:18:29,Branch
LA2024000028,29.0,338533.0,840872.0,17658,372.0,Student,Business,2024-03-01 15:29:46,Call Center
LA2024000029,55.0,527674.0,692950.0,14552,731.0,Unemployed,Education,2024-08-29 13:34:39,Branch
LA2024000030,48.0,645527.0,703166.0,14766,335.0,Student,Business,2024-07-16 18:14:08,Mobile App
LA2024000031,51.0,1216138.0,379496.0,7969,895.0,Salaried,Personal,2024-03-14 14:21:37,DSA Agent
LA2024000032,58.0,861504.0,183597.0,3856,394.0,Unemployed,Home Renovation,2024-06-01 01:42:55,Mobile App
LA2024000033,28.0,1576815.0,854147.0,17937,567.0,Self-Employed,Education,2024-01-30 21:29:35,Website
LA2024000034,21.0,642594.0,1337440.0,28086,794.0,Student,Vehicle,2024-01-27 22:18:38,DSA Agent
LA2024000035,43.0,1168428.0,142535.0,2993,608.0,Unemployed,Home Renovation,2024-09-15 03:10:56,Website
LA2024000036,32.0,1409258.0,1294522.0,27185,747.0,Self-Employed,Medical,2024-08-04 15:45:17,Branch
LA2024000037,36.0,1767510.0,1250065.0,26251,722.0,Student,Business,2024-02-11 16:39:41,Branch
LA2024000038,28.0,554688.0,451301.0,9477,870.0,Salaried,Medical,2024-03-17 07:49:35,Call Center
LA2024000039,35.0,1360445.0,965913.0,20284,578.0,Unemployed,Home Renovation,2024-02-23 08:52:55,Website
LA2024000040,34.0,289878.0,289582.0,6081,888.0,Salaried,Personal,2024-04-16 16:38:39,Call Center
LA2024000041,33.0,1046661.0,1149227.0,24134,610.0,Student,Personal,2024-03-19 15:48:53,DSA Agent
LA2024000042,49.0,832769.0,1065758.0,22381,836.0,Self-Employed,Business,2024-03-29 13:50:46,DSA Agent
LA2024000043,43.0,1731607.0,564062.0,11845,740.0,Salaried,Home Renovation,2024-05-22 22:27:21,Mobile App
LA2024000044,38.0,1426075.0,148484.0,3118,379.0,Self-Employed,Business,2024-02-21 01:04:01,Mobile App
LA2024000045,22.0,1679964.0,1457512.0,30608,686.0,Unemployed,Vehicle,2024-08-26 08:42:34,DSA Agent
LA2024000046,42.0,1553427.0,696246.0,14621,827.0,Salaried,Vehicle,2024-07-15 11:10:53,Branch
LA2024000047,25.0,827606.0,1345025.0,28246,377.0,Self-Employed,Medical,2024-07-24 08:20:17,Website
LA2024000048,31.0,1360018.0,1032982.0,21693,804.0,Salaried,Medical,2024-02-15 18:12:45,Call Center
LA2024000049,35.0,200271.0,1178656.0,24752,363.0,Salaried,Personal,2024-07-10 04:51:39,Website
LA2024000050,24.0,1070513.0,1151854.0,24189,823.0,Salaried,Home Renovation,2024-08-13 18:52:01,Branch
LA2024000051,34.0,228045.0,332226.0,6977,774.0,Student,Personal,2024-02-17 07:10:12,DSA Agent
LA2024000052,29.0,1344916.0,577663.0,12131,391.0,Unemployed,Medical,2024-07-21 20:16:54,Call Center
LA2024000053,54.0,1745092.0,726745.0,15262,736.0,Student,Education,2024-04-06 13:47:00,Call Center
LA2024000054,54.0,1274292.0,771797.0,16208,370.0,Unemployed,Medical,2024-07-31 15:30:49,DSA Agent
LA2024000055,18.0,1535896.0,113515.0,2384,641.0,Student,Business,2024-05-09 04:03:50,Mobile App
LA2024000056,43.0,536704.0,842525.0,17693,855.0,Self-Employed,Education,2024-08-04 14:18:44,Mobile App
LA2024000057,45.0,1789945.0,273719.0,5748,423.0,Unemployed,Home Renovation,2024-02-09 19:19:12,DSA Agent
LA2024000058,34.0,1058752.0,1127895.0,23686,404.0,Salaried,Education,2024-04-15 01:14:19,Branch
LA2024000059,38.0,1262844.0,1040420.0,21849,554.0,Student,Vehicle,2024-03-14 19:49:28,Mobile App
LA2024000060,51.0,1421505.0,1387665.0,29141,521.0,Salaried,Vehicle,2024-03-08 01:23:59,DSA Agent
LA2024000061,34.0,1205328.0,1129905.0,23728,329.0,Unemployed,Home Renovation,2024-03-24 05:59:56,Call Center
LA2024000062,20.0,673249.0,581631.0,12214,574.0,Salaried,Business,2024-04-13 06:10:14,Mobile App
LA2024000063,34.0,1158859.0,1452889.0,30511,455.0,Salaried,Vehicle,2024-02-04 08:44:59,Call Center
LA2024000064,28.0,1229055.0,645733.0,13560,374.0,Self-Employed,Vehicle,2024-07-09 21:53:42,Website
LA2024000065,34.0,1564608.0,522446.0,10971,465.0,Student,Education,2024-05-28 13:33:11,Website
LA2024000066,27.0,944442.0,1363026.0,28624,312.0,Salaried,Business,2024-08-11 21:40:01,DSA Agent
LA2024000067,24.0,977969.0,587166.0,12330,849.0,Self-Employed,Personal,2024-07-09 08:34:57,Website
LA2024000068,60.0,980212.0,160697.0,3375,897.0,Self-Employed,Vehicle,2024-02-10 05:48:06,Mobile App
LA2024000069,23.0,338794.0,730855.0,15348,520.0,Student,Education,2024-01-19 21:09:25,Call Center
LA2024000070,48.0,298590.0,1203735.0,25278,826.0,Unemployed,Personal,2024-04-24 03:47:59,Website
LA2024000071,48.0,183713.0,324733.0,6819,577.0,Student,Home Renovation,2024-05-09 21:40:39,Mobile App
LA2024000072,44.0,1249258.0,721263.0,15147,848.0,Student,Business,2024-03-05 20:49:06,DSA Agent
LA2024000073,57.0,841118.0,238386.0,5006,404.0,Self-Employed,Personal,2024-07-30 04:43:42,Website
LA2024000074,18.0,1578383.0,1045393.0,21953,471.0,Unemployed,Home Renovation,2024-06-06 00:39:16,DSA Agent
LA2024000075,30.0,1308691.0,739772.0,15535,744.0,Salaried,Business,2024-07-20 22:58:33,Mobile App
LA2024000076,25.0,383361.0,528784.0,11104,432.0,Salaried,Vehicle,2024-01-30 10:23:16,Branch
LA2024000077,42.0,315120.0,379018.0,7959,794.0,Salaried,Personal,2024-08-08 01:40:25,Branch
LA2024000078,45.0,754074.0,868524.0,18239,555.0,Self-Employed,Education,2024-02-25 15:27:57,Call Center
LA2024000079,56.0,1669557.0,1021230.0,21446,542.0,Self-Employed,Business,2024-05-01 00:35:57,Branch
LA2024000080,34.0,230301.0,1413443.0,29682,572.0,Unemployed,Education,2024-04-28 15:07:39,Call Center
LA2024000081,28.0,459211.0,683870.0,14361,779.0,Student,Personal,2024-08-09 13:12:35,Website
LA2024000082,57.0,198892.0,282997.0,5943,303.0,Self-Employed,Education,2024-03-15 17:58:00,Branch
LA2024000083,46.0,832546.0,1257383.0,26405,751.0,Salaried,Medical,2024-03-06 00:04:47,Call Center
LA2024000084,50.0,1782936.0,963158.0,20226,768.0,Student,Vehicle,2024-04-01 16:47:24,Mobile App
LA2024000085,37.0,1278128.0,1065384.0,22373,793.0,Self-Employed,Medical,2024-04-07 10:03:08,Call Center
LA2024000086,37.0,964227.0,190978.0,4011,898.0,Unemployed,Home Renovation,2024-02-19 01:19:21,DSA Agent
LA2024000087,34.0,388256.0,502931.0,10562,770.0,Self-Employed,Education,2024-02-17 14:47:02,DSA Agent
LA2024000088,50.0,736606.0,1163373.0,24431,617.0,Student,Personal,2024-03-03 11:04:25,Website
LA2024000089,27.0,1015495.0,1256776.0,26392,580.0,Unemployed,Education,2024-05-06 05:17:59,Call Center
LA2024000090,59.0,603547.0,681064.0,14302,533.0,Self-Employed,Education,2024-04-02 16:56:42,Call Center
LA2024000091,25.0,1313348.0,1216908.0,25555,797.0,Self-Employed,Vehicle,2024-04-15 20:32:56,Website
LA2024000092,37.0,1767020.0,1270453.0,26680,536.0,Student,Personal,2024-07-13 03:28:58,Branch
LA2024000093,31.0,489804.0,611843.0,12849,644.0,Self-Employed,Education,2024-03-06 01:12:27,Mobile App
LA2024000094,45.0,566213.0,1352227.0,28397,357.0,Salaried,Vehicle,2024-09-02 16:06:08,Website
LA2024000095,47.0,358285.0,468075.0,9830,490.0,Self-Employed,Vehicle,2024-07-21 23:32:20,Mobile App
LA2024000096,57.0,1347418.0,397358.0,8345,459.0,Salaried,Business,2024-02-17 03:58:24,Branch
LA2024000097,51.0,911838.0,1039618.0,21832,561.0,Student,Home Renovation,2024-03-25 17:43:37,Branch
LA2024000098,28.0,618200.0,973304.0,20439,601.0,Salaried,Vehicle,2024-02-19 13:24:45,Branch
LA2024000099,26.0,511655.0,252641.0,5305,730.0,Self-Employed,Vehicle,2024-03-14 15:46:19,DSA Agent
LA2024000100,56.0,266307.0,1257468.0,26407,559.0,Unemployed,Education,2024-04-08 16:25:00,Call Center
LA2024000101,38.0,935658.0,339866.0,7137,390.0,Student,Vehicle,2024-02-05 08:10:09,Mobile App
LA2024000102,22.0,1277406.0,1217103.0,25559,627.0,Student,Home Renovation,2024-01-04 21:32:01,Website
LA2024000103,53.0,537798.0,60675.0,1274,332.0,Student,Education,2024-04-28 11:33:52,Website
LA2024000104,45.0,152690.0,1205421.0,25314,810.0,Self-Employed,Business,2024-07-08 06:25:19,Call Center
LA2024000105,19.0,930984.0,1191040.0,25012,763.0,Student,Home Renovation,2024-03-22 19:12:38,Mobile App
LA2024000106,51.0,1264985.0,1181528.0,24812,435.0,Salaried,Medical,2024-08-20 07:45:42,Mobile App
LA2024000107,44.0,719245.0,1014033.0,21295,458.0,Student,Personal,2024-04-09 16:53:16,Mobile App
LA2024000108,44.0,563121.0,733772.0,15409,316.0,Student,Business,2024-08-31 05:09:54,DSA Agent
LA2024000109,55.0,404582.0,1072489.0,22522,519.0,Unemployed,Vehicle,2024-03-04 17:15:44,Branch
LA2024000110,39.0,1381071.0,451826.0,9488,322.0,Unemployed,Business,2024-05-25 14:52:54,Call Center
LA2024000111,37.0,1571584.0,1182057.0,24823,862.0,Salaried,Home Renovation,2024-07-25 01:14:51,Website
LA2024000112,44.0,1420087.0,855688.0,17969,380.0,Self-Employed,Home Renovation,2024-01-16 22:34:26,Website
LA2024000113,26.0,1005008.0,715427.0,15024,696.0,Student,Personal,2024-09-08 02:25:18,Branch
LA2024000114,24.0,1344776.0,783129.0,16446,642.0,Self-Employed,Business,2024-04-08 12:56:04,Mobile App
LA2024000115,54.0,804913.0,874674.0,18368,442.0,Student,Personal,2024-05-14 10:35:54,Call Center
LA2024000116,27.0,190397.0,104030.0,2185,785.0,Unemployed,Education,2024-06-18 16:17:06,Call Center
LA2024000117,39.0,756501.0,252705.0,5307,365.0,Self-Employed,Vehicle,2024-06-22 14:37:47,Mobile App
LA2024000118,29.0,1311165.0,405947.0,8525,832.0,Unemployed,Business,2024-01-07 09:22:19,Call Center
LA2024000119,27.0,1218112.0,216068.0,4537,744.0,Unemployed,Business,2024-08-22 03:16:34,Branch
LA2024000120,43.0,1783740.0,687439.0,14436,681.0,Unemployed,Business,2024-06-17 08:57:25,Website
LA2024000121,52.0,1795871.0,1019184.0,21403,828.0,Salaried,Home Renovation,2024-09-26 16:24:57,Call Center
LA2024000122,37.0,550331.0,998921.0,20977,542.0,Self-Employed,Business,2024-05-07 07:24:10,Branch
LA2024000123,23.0,165779.0,733089.0,15395,469.0,Salaried,Vehicle,2024-06-14 15:35:12,Website
LA2024000124,28.0,602493.0,1289866.0,27087,392.0,Salaried,Vehicle,2024-04-29 02:05:12,Call Center
LA2024000125,25.0,1595630.0,869592.0,18261,855.0,Salaried,Personal,2024-08-28 05:46:15,DSA Agent
LA2024000126,55.0,1492318.0,164836.0,3462,541.0,Self-Employed,Medical,2024-08-12 17:52:13,Mobile App
LA2024000127,31.0,312943.0,1159248.0,24344,798.0,Salaried,Personal,2024-09-02 07:46:53,DSA Agent
LA2024000128,34.0,414654.0,883170.0,18547,499.0,Self-Employed,Personal,2024-05-16 03:44:21,DSA Agent
LA2024000129,21.0,1079816.0,970341.0,20377,873.0,Unemployed,Vehicle,2024-08-01 16:36:20,Website
LA2024000130,37.0,1239963.0,869791.0,18266,822.0,Unemployed,Home Renovation,2024-04-06 20:59:26,Branch
LA2024000131,57.0,1770852.0,852690.0,17906,485.0,Unemployed,Personal,2024-05-04 10:50:07,Call Center
LA2024000132,35.0,1395793.0,181321.0,3808,592.0,Salaried,Vehicle,2024-07-24 06:12:44,Mobile App
LA2024000133,46.0,499561.0,860850.0,18078,777.0,Student,Personal,2024-01-22 21:52:40,DSA Agent
LA2024000134,25.0,211315.0,1202623.0,25255,435.0,Student,Home Renovation,2024-07-10 19:58:32,Call Center
LA2024000135,24.0,1195465.0,490727.0,10305,314.0,Salaried,Medical,2024-01-05 06:25:11,Call Center
LA2024000136,49.0,1063707.0,924115.0,19406,473.0,Unemployed,Medical,2024-06-05 18:37:01,Website
LA2024000137,20.0,1670894.0,94685.0,1988,654.0,Self-Employed,Education,2024-05-08 20:15:36,Website
LA2024000138,37.0,1100197.0,553873.0,11631,382.0,Unemployed,Vehicle,2024-05-06 13:02:19,Call Center
LA2024000139,31.0,977046.0,683240.0,14348,500.0,Salaried,Home Renovation,2024-05-13 11:09:29,Branch
LA2024000140,18.0,650680.0,1474970.0,30974,852.0,Student,Personal,2024-05-12 19:43:44,Branch
LA2024000141,40.0,292343.0,361147.0,7584,345.0,Salaried,Education,2024-04-19 23:42:29,Branch
LA2024000142,59.0,1595968.0,450995.0,9471,330.0,Unemployed,Personal,2024-05-01 20:46:32,Branch
LA2024000143,20.0,1513004.0,642366.0,13490,554.0,Student,Medical,2024-06-02 09:43:27,DSA Agent
LA2024000144,53.0,418537.0,1489365.0,31277,307.0,Salaried,Home Renovation,2024-07-25 03:15:30,Branch
LA2024000145,41.0,1311421.0,1287434.0,27036,316.0,Salaried,Education,2024-05-29 02:00:51,Website
LA2024000146,49.0,750921.0,100304.0,2106,409.0,Self-Employed,Medical,2024-06-22 11:32:51,Branch
LA2024000147,22.0,871108.0,389212.0,8173,361.0,Salaried,Personal,2024-08-13 21:15:09,DSA Agent
LA2024000148,55.0,1550303.0,1241427.0,26070,787.0,Salaried,Medical,2024-09-24 04:02:21,Call Center
LA2024000149,18.0,1539342.0,134538.0,2825,373.0,Unemployed,Home Renovation,2024-01-30 08:05:52,Branch
LA2024000150,56.0,464560.0,1290722.0,27105,614.0,Unemployed,Education,2024-07-11 11:45:34,DSA Agent
LA2024000151,46.0,657556.0,458006.0,9618,723.0,Student,Vehicle,2024-03-01 19:09:04,Branch
LA2024000152,32.0,1505267.0,1380595.0,28992,676.0,Unemployed,Medical,2024-02-23 03:08:26,DSA Agent
LA2024000153,18.0,1663038.0,475710.0,9990,692.0,Student,Vehicle,2024-08-02 02:40:20,Website
LA2024000154,44.0,280464.0,679759.0,14275,514.0,Salaried,Medical,2024-01-19 13:07:09,Branch
LA2024000155,21.0,1525430.0,1009778.0,21205,834.0,Student,Medical,2024-08-16 21:58:58,Mobile App
LA2024000156,44.0,957227.0,233107.0,4895,341.0,Salaried,Education,2024-07-27 01:07:58,Website
LA2024000157,51.0,1124014.0,857696.0,18012,364.0,Unemployed,Business,2024-09-25 14:27:39,DSA Agent
LA2024000158,29.0,274295.0,782272.0,16428,814.0,Self-Employed,Vehicle,2024-06-29 08:16:12,Mobile App
LA2024000159,28.0,1272591.0,1186652.0,24920,341.0,Salaried,Medical,2024-08-23 16:28:11,Website
LA2024000160,27.0,1268540.0,1494355.0,31381,415.0,Self-Employed,Vehicle,2024-02-02 00:06:19,DSA Agent
LA2024000161,27.0,1243463.0,1013254.0,21278,404.0,Student,Home Renovation,2024-08-28 06:32:44,Call Center
LA2024000162,22.0,1454492.0,643320.0,13510,319.0,Unemployed,Vehicle,2024-02-13 06:54:43,Branch
LA2024000163,28.0,1710993.0,639260.0,13424,370.0,Student,Business,2024-03-25 20:58:28,Branch
LA2024000164,46.0,1552266.0,656040.0,13777,644.0,Salaried,Education,2024-02-04 14:41:32,Branch
LA2024000165,31.0,1378893.0,1230329.0,25837,697.0,Unemployed,Business,2024-04-18 10:46:02,DSA Agent
LA2024000166,51.0,1769082.0,515762.0,10831,350.0,Unemployed,Personal,2024-07-21 05:30:44,Branch
LA2024000167,53.0,1262996.0,292110.0,6134,866.0,Self-Employed,Business,2024-03-13 09:11:29,Mobile App
LA2024000168,50.0,1258825.0,534722.0,11229,357.0,Student,Education,2024-08-09 23:49:32,Branch
LA2024000169,41.0,1044394.0,82932.0,1742,712.0,Unemployed,Education,2024-06-12 16:49:12,Website
LA2024000170,31.0,1418952.0,203906.0,4282,781.0,Self-Employed,Education,2024-06-18 19:26:28,DSA Agent
LA2024000171,57.0,267770.0,180569.0,3792,612.0,Salaried,Home Renovation,2024-09-10 11:27:31,Mobile App
LA2024000172,26.0,984501.0,1168750.0,24544,595.0,Salaried,Personal,2024-04-26 14:21:38,DSA Agent
LA2024000173,37.0,851779.0,1097421.0,23046,365.0,Student,Home Renovation,2024-04-03 01:16:22,Mobile App
LA2024000174,37.0,1656015.0,1060317.0,22267,445.0,Unemployed,Medical,2024-09-25 12:42:47,Call Center
LA2024000175,50.0,269725.0,719721.0,15114,811.0,Student,Education,2024-05-30 09:22:17,DSA Agent
LA2024000176,41.0,1212201.0,1089734.0,22884,509.0,Student,Home Renovation,2024-06-14 22:38:02,Mobile App
LA2024000177,52.0,454144.0,283844.0,5961,320.0,Self-Employed,Medical,2024-03-21 00:01:17,Call Center
LA2024000178,57.0,1607859.0,1355901.0,28474,738.0,Self-Employed,Vehicle,2024-02-28 04:01:50,Branch
LA2024000179,34.0,1555559.0,776514.0,16307,710.0,Salaried,Business,2024-02-15 20:18:13,DSA Agent
LA2024000180,55.0,538495.0,1410174.0,29614,339.0,Self-Employed,Home Renovation,2024-03-01 08:39:44,Mobile App
LA2024000181,25.0,1588314.0,270852.0,5688,330.0,Student,Education,2024-02-22 16:48:08,Mobile App
LA2024000182,57.0,969617.0,771128.0,16194,370.0,Unemployed,Home Renovation,2024-07-20 14:44:56,Call Center
LA2024000183,25.0,1752222.0,1059664.0,22253,330.0,Unemployed,Vehicle,2024-01-16 15:29:08,Branch
LA2024000184,54.0,1354201.0,768657.0,16142,670.0,Unemployed,Education,2024-06-18 22:24:40,DSA Agent
LA2024000185,34.0,206865.0,696926.0,14635,379.0,Salaried,Business,2024-09-13 07:25:19,Call Center
LA2024000186,59.0,484490.0,291010.0,6111,664.0,Unemployed,Personal,2024-07-25 16:46:51,Branch
LA2024000187,23.0,815936.0,602480.0,12652,405.0,Salaried,Education,2024-04-18 18:39:35,Website
LA2024000188,38.0,498710.0,396211.0,8320,884.0,Student,Personal,2024-01-17 00:55:43,Call Center
LA2024000189,56.0,368510.0,487192.0,10231,736.0,Unemployed,Medical,2024-08-13 05:06:12,Mobile App
LA2024000190,20.0,1763770.0,1041365.0,21869,525.0,Unemployed,Home Renovation,2024-01-01 20:24:14,Branch
LA2024000191,29.0,1583953.0,963909.0,20242,557.0,Student,Medical,2024-07-02 23:00:53,Call Center
LA2024000192,21.0,867107.0,930434.0,19539,339.0,Self-Employed,Vehicle,2024-06-30 03:44:59,Website
LA2024000193,31.0,504794.0,574628.0,12067,332.0,Student,Education,2024-02-21 19:38:56,Website
LA2024000194,34.0,449995.0,1441554.0,30273,623.0,Student,Vehicle,2024-07-18 18:21:35,Branch
LA2024000195,44.0,1661024.0,177092.0,3719,313.0,Student,Personal,2024-02-17 08:59:43,Mobile App
LA2024000196,29.0,696915.0,546756.0,11482,683.0,Self-Employed,Home Renovation,2024-03-01 22:11:55,Mobile App
LA2024000197,24.0,170786.0,221108.0,4643,529.0,Self-Employed,Personal,2024-08-07 05:41:00,Website
LA2024000198,25.0,805670.0,541468.0,11371,383.0,Student,Business,2024-09-21 08:45:22,Call Center
LA2024000199,58.0,899660.0,1444751.0,30340,621.0,Salaried,Vehicle,2024-03-12 11:19:54,Website
LA2024000200,58.0,1178090.0,581082.0,12203,632.0,Unemployed,Personal,2024-09-05 18:16:16,DSA Agent
LA2024000201,27.0,708834.0,1367442.0,28716,748.0,Salaried,Business,2024-09-03 14:05:16,Branch
LA2024000202,26.0,1672974.0,767845.0,16125,418.0,Unemployed,Home Renovation,2024-07-26 17:45:41,DSA Agent
LA2024000203,20.0,1211838.0,1064575.0,22356,628.0,Salaried,Personal,2024-02-07 19:33:32,Website
LA2024000204,59.0,1777873.0,713255.0,14978,807.0,Student,Vehicle,2024-03-21 20:14:23,Call Center
LA2024000205,48.0,755578.0,435511.0,9146,462.0,Self-Employed,Personal,2024-07-01 23:33:06,Website
LA2024000206,50.0,1225302.0,1158132.0,24321,801.0,Student,Medical,2024-09-26 18:56:33,DSA Agent
LA2024000207,30.0,752811.0,1455305.0,30561,734.0,Self-Employed,Home Renovation,2024-08-07 21:47:26,Call Center
LA2024000208,45.0,1304871.0,432111.0,9074,558.0,Unemployed,Medical,2024-04-23 11:20:31,Branch
LA2024000209,20.0,1380379.0,1179188.0,24763,830.0,Salaried,Business,2024-03-04 12:27:41,DSA Agent
LA2024000210,47.0,681018.0,428653.0,9002,881.0,Unemployed,Medical,2024-09-16 06:58:56,Mobile App
LA2024000211,42.0,1697158.0,1089490.0,22879,442.0,Student,Vehicle,2024-03-15 13:49:25,Branch
LA2024000212,32.0,1564311.0,1194059.0,25075,888.0,Unemployed,Personal,2024-04-02 09:34:46,Website
LA2024000213,48.0,1625921.0,701574.0,14733,301.0,Salaried,Home Renovation,2024-09-17 10:04:56,Call Center
LA2024000214,45.0,509367.0,1118533.0,23489,377.0,Salaried,Vehicle,2024-05-31 15:35:17,Call Center
LA2024000215,36.0,1334454.0,444750.0,9340,325.0,Self-Employed,Personal,2024-03-12 10:35:32,DSA Agent
LA2024000216,26.0,325528.0,164917.0,3463,520.0,Self-Employed,Medical,2024-01-02 10:38:19,Call Center
LA2024000217,19.0,324092.0,189766.0,3985,863.0,Unemployed,Business,2024-04-26 02:07:18,Call Center
LA2024000218,58.0,1755872.0,698184.0,14662,660.0,Unemployed,Vehicle,2024-09-23 05:17:22,DSA Agent
LA2024000219,30.0,402283.0,1358773.0,28534,670.0,Self-Employed,Medical,2024-04-26 18:42:03,Branch
LA2024000220,30.0,1575828.0,234986.0,4935,350.0,Unemployed,Business,2024-07-07 20:56:56,Website
LA2024000221,47.0,860825.0,710875.0,14928,610.0,Salaried,Education,2024-03-09 07:39:54,Call Center
LA2024000222,28.0,651014.0,1070846.0,22488,529.0,Student,Vehicle,2024-07-28 09:58:17,Mobile App
LA2024000223,34.0,271271.0,343426.0,7212,588.0,Salaried,Medical,2024-07-28 11:07:34,Mobile App
LA2024000224,48.0,1264031.0,1096343.0,23023,456.0,Student,Vehicle,2024-06-13 05:47:22,Call Center
LA2024000225,43.0,1340196.0,493637.0,10366,421.0,Self-Employed,Medical,2024-07-27 09:35:01,Mobile App
LA2024000226,46.0,920580.0,1222558.0,25674,872.0,Self-Employed,Vehicle,2024-06-05 06:46:12,Mobile App
LA2024000227,18.0,1486407.0,889868.0,18687,635.0,Self-Employed,Education,2024-04-12 03:30:02,Branch
LA2024000228,37.0,683161.0,843015.0,17703,547.0,Self-Employed,Vehicle,2024-07-18 05:27:44,Branch
LA2024000229,38.0,1060268.0,306320.0,6433,344.0,Unemployed,Vehicle,2024-08-13 11:36:54,Mobile App
LA2024000230,45.0,623177.0,721648.0,15155,758.0,Unemployed,Business,2024-08-15 02:04:27,Website
LA2024000231,24.0,1110671.0,1292090.0,27134,584.0,Self-Employed,Education,2024-02-27 12:43:32,Website
LA2024000232,24.0,374445.0,78309.0,1644,532.0,Self-Employed,Education,2024-07-01 16:19:12,Website
LA2024000233,50.0,935675.0,1149853.0,24147,700.0,Student,Education,2024-01-02 03:54:05,Mobile App
LA2024000234,46.0,1056374.0,764505.0,16055,379.0,Student,Home Renovation,2024-06-03 10:33:20,DSA Agent
LA2024000235,52.0,1068295.0,1093221.0,22958,620.0,Salaried,Business,2024-06-03 05:09:52,Branch
LA2024000236,29.0,886884.0,1011782.0,21247,818.0,Student,Home Renovation,2024-04-08 03:27:02,Call Center
LA2024000237,60.0,1211892.0,676534.0,14207,578.0,Unemployed,Medical,2024-09-25 09:37:26,Mobile App
LA2024000238,29.0,995107.0,497567.0,10449,300.0,Unemployed,Business,2024-08-26 09:35:12,DSA Agent
LA2024000239,45.0,617341.0,959597.0,20152,438.0,Student,Home Renovation,2024-01-11 10:24:54,Call Center
LA2024000240,24.0,505339.0,253325.0,5320,333.0,Self-Employed,Home Renovation,2024-02-26 09:15:17,Branch
LA2024000241,57.0,1218741.0,896942.0,18836,600.0,Self-Employed,Personal,2024-02-26 03:49:39,DSA Agent
LA2024000242,32.0,1698707.0,187307.0,3933,518.0,Student,Business,2024-08-30 08:10:53,Branch
LA2024000243,52.0,1392765.0,992277.0,20838,379.0,Self-Employed,Medical,2024-05-20 02:34:00,Branch
LA2024000244,32.0,1203675.0,961680.0,20195,712.0,Salaried,Business,2024-07-15 19:06:28,Call Center
