order_id,customer_id,order_date,product_category,order_value,returned
1104,254.0,,toys,6750.0,0
1105,1049.0,2024-03-11,clothing,3122.0,0
1106,,2024-03-11,grocery,6395.0,0
1107,425.0,2024-02-29,books,2366.0,0
1108,463.0,2024-02-12,grocery,6426.0,0
1109,227.0,2024-03-04,clothing,6893.0,0
1110,564.0,2024-01-25,home,8785.0,0
1111,238.0,2024-03-11,toys,,0
1112,1136.0,2024-02-20,electronics,434.0,0
1113,334.0,2024-02-11,grocery,3130.0,0
1114,859.0,2024-02-15,books,5560.0,0
1115,770.0,2024-02-21,books,,0
1116,436.0,2024-01-04,home,6261.0,0
1117,1008.0,2024-01-13,home,8570.0,0
1118,308.0,2024-01-23,electronics,2727.0,1
1119,1086.0,2024-01-11,grocery,8954.0,0
1120,940.0,2024-02-09,home,8842.0,0
1121,835.0,2024-03-01,grocery,9156.0,0
1122,1079.0,2024-02-28,books,919.0,0
1123,603.0,2024-02-12,home,3071.0,0
1124,481.0,2024-03-17,books,1415.0,0
1125,354.0,2024-02-20,grocery,1378.0,0
1126,1124.0,2024-01-08,toys,719.0,0
1127,601.0,2024-03-09,grocery,4510.0,0
1128,1029.0,2024-02-21,home,1053.0,0
1129,532.0,2024-02-27,toys,3097.0,0
1130,,2024-02-20,books,9816.0,0
1131,1070.0,,books,8860.0,0
1132,508.0,,toys,9382.0,1
1133,686.0,2024-02-20,electronics,558.0,1
1134,993.0,2024-03-12,toys,6675.0,0
1135,426.0,2024-01-28,electronics,6411.0,0
1136,223.0,2024-02-24,home,,0
1137,488.0,2024-01-03,books,9079.0,1
1138,790.0,2024-02-01,books,4161.0,0
1139,336.0,,books,9770.0,0
1140,533.0,2024-03-29,books,1315.0,0
1141,1118.0,2024-01-20,books,6570.0,0
1142,275.0,2024-01-25,books,1480.0,0
1143,250.0,2024-02-06,home,9508.0,1
1144,623.0,2024-03-30,toys,6153.0,0
1145,212.0,,home,940.0,0
1146,227.0,2024-01-04,home,2304.0,0
1147,382.0,2024-01-22,grocery,3719.0,0
1148,302.0,2024-03-14,grocery,325.0,0
1149,1010.0,2024-01-06,electronics,284.0,1
1150,322.0,2024-03-18,toys,9268.0,1
1151,723.0,2024-01-26,clothing,9814.0,0
1152,905.0,2024-03-23,clothing,5453.0,0
1153,825.0,2024-01-27,toys,9045.0,1
1154,853.0,2024-02-09,electronics,6620.0,1
1155,557.0,2024-02-29,grocery,473.0,0
1156,1088.0,2024-01-12,toys,,1
1157,268.0,2024-02-20,grocery,376.0,0
1158,307.0,2024-02-15,toys,8200.0,0
1159,1056.0,2024-03-11,grocery,3795.0,0
1160,268.0,2024-03-30,electronics,1583.0,0
1161,391.0,2024-02-29,grocery,2732.0,0
1162,373.0,2024-02-06,electronics,6895.0,1
1163,233.0,2024-02-06,clothing,8498.0,0
1164,317.0,2024-02-07,electronics,5792.0,0
1165,772.0,2024-03-14,books,1771.0,0
1166,861.0,2024-01-29,toys,9020.0,1
1167,283.0,2024-01-16,clothing,7947.0,1
1168,1142.0,2024-01-31,toys,4215.0,1
1169,295.0,2024-01-03,home,5632.0,0
1170,887.0,2024-01-10,home,9645.0,0
1171,1000.0,2024-01-09,grocery,3897.0,0
1172,720.0,2024-03-10,books,451.0,0
1173,691.0,2024-03-06,books,1627.0,0
1174,309.0,2024-03-03,grocery,6082.0,0
1175,441.0,2024-02-11,home,9976.0,1
1176,1050.0,2024-03-05,home,7450.0,0
1177,548.0,2024-01-15,clothing,6255.0,0
1178,234.0,2024-03-22,clothing,3364.0,1
1179,929.0,2024-02-15,clothing,4504.0,0
1180,,2024-03-25,clothing,575.0,0
1181,266.0,2024-01-14,clothing,3836.0,0
1182,251.0,2024-02-14,toys,6308.0,0
1183,316.0,2024-03-03,electronics,9075.0,1
1184,250.0,2024-02-14,home,9238.0,1
1185,816.0,2024-02-10,grocery,8246.0,0
1186,332.0,2024-01-15,toys,409.0,0
1187,806.0,2024-02-04,books,,0
1188,376.0,2024-01-22,electronics,2341.0,1
1189,1172.0,2024-01-28,grocery,,0
1190,925.0,2024-03-02,electronics,9473.0,1
1191,574.0,2024-02-26,toys,8900.0,1
1192,,2024-02-24,toys,6710.0,0
1193,265.0,2024-02-02,clothing,3131.0,0
1194,254.0,2024-03-27,toys,5303.0,0
1195,737.0,2024-01-08,clothing,7095.0,0
1196,222.0,,clothing,5238.0,0
1197,838.0,2024-01-11,toys,4162.0,1
1198,582.0,2024-01-31,grocery,4146.0,0
1199,339.0,2024-03-27,clothing,6078.0,0
1200,735.0,2024-02-02,grocery,549.0,0
1201,752.0,2024-03-22,grocery,9980.0,0
1202,946.0,2024-02-14,toys,1199.0,0
1203,397.0,2024-03-03,electronics,9847.0,0
1204,747.0,2024-02-11,clothing,545.0,0
1205,1044.0,2024-01-24,toys,,0
1206,469.0,2024-03-09,grocery,4291.0,1
1207,,2024-03-28,toys,5822.0,1
1208,923.0,2024-01-24,books,4447.0,0
1209,629.0,2024-03-11,clothing,8992.0,1
1210,1083.0,2024-01-24,grocery,362.0,0
1211,1166.0,2024-03-05,clothing,9858.0,0
1212,436.0,2024-03-12,books,6955.0,0
1213,,2024-02-10,grocery,7829.0,0
1214,202.0,2024-03-07,home,1569.0,0
1215,329.0,2024-01-25,clothing,837.0,0
1216,243.0,2024-01-08,electronics,4089.0,0
1217,567.0,2024-01-09,books,3360.0,1
1218,1136.0,2024-02-10,grocery,7871.0,0
1219,800.0,2024-03-22,books,8985.0,0
1220,816.0,2024-01-12,toys,4388.0,0
1221,284.0,,clothing,7728.0,0
1222,716.0,2024-03-04,toys,782.0,0
1223,582.0,2024-01-19,toys,7472.0,0
1224,679.0,2024-03-05,home,1172.0,0
1225,461.0,2024-01-28,toys,6744.0,0
1226,401.0,2024-03-13,home,3944.0,0
1227,1152.0,2024-02-22,books,4268.0,0
1228,758.0,2024-02-19,toys,2907.0,0
1229,611.0,2024-01-16,grocery,4150.0,0
1230,,2024-02-11,grocery,8768.0,0
1231,962.0,2024-03-18,clothing,8126.0,1
1232,672.0,2024-01-02,toys,3534.0,0
1233,586.0,2024-03-09,electronics,3078.0,1
1234,866.0,2024-02-14,home,5188.0,0
1235,331.0,2024-03-05,home,6910.0,0
1236,733.0,2024-02-29,books,1985.0,0
1237,1063.0,2024-02-08,grocery,7315.0,0
1238,663.0,2024-01-28,grocery,9496.0,0
1239,200.0,2024-02-26,electronics,8475.0,0
1240,429.0,2024-01-13,clothing,5572.0,0
1241,255.0,2024-02-22,clothing,3333.0,0
1242,700.0,2024-01-09,grocery,3369.0,0
1243,564.0,2024-02-28,home,7469.0,0
1244,332.0,2024-02-26,toys,4656.0,1
1245,886.0,2024-01-08,toys,1242.0,0
1246,376.0,2024-03-09,toys,6839.0,0
1247,541.0,2024-02-07,electronics,1552.0,0
1248,1187.0,2024-03-11,electronics,9870.0,0
1249,266.0,2024-01-04,books,,0
1250,447.0,2024-01-17,books,3550.0,0
1251,517.0,2024-02-14,toys,740.0,0
1252,708.0,2024-01-17,electronics,1842.0,1
1253,444.0,2024-01-30,books,9486.0,0
1254,1170.0,2024-02-29,clothing,5462.0,1
1255,205.0,2024-01-14,clothing,9037.0,0
1256,1148.0,2024-03-01,clothing,9566.0,1
1257,734.0,2024-01-10,clothing,678.0,0
1258,238.0,2024-01-16,home,3930.0,0
1259,316.0,2024-02-22,books,8414.0,1
1260,,2024-03-12,books,5056.0,0
1261,487.0,2024-01-16,books,5185.0,0
1262,,2024-01-27,toys,5785.0,1
1263,,2024-03-24,grocery,7078.0,0
1264,511.0,2024-03-30,home,9398.0,0
1265,925.0,2024-02-22,home,8890.0,0
1266,493.0,2024-02-10,toys,6324.0,0
1267,463.0,2024-02-01,toys,5853.0,0
1268,475.0,2024-02-25,electronics,3736.0,0
1269,,2024-02-23,grocery,1339.0,0
1270,,2024-01-27,electronics,7147.0,0
1271,446.0,2024-01-03,books,224.0,0
1272,473.0,2024-01-14,home,7041.0,0
1273,1156.0,2024-03-27,books,5068.0,0
1274,853.0,2024-02-07,clothing,7906.0,0
1275,390.0,2024-02-13,grocery,9501.0,0
1276,1068.0,2024-02-12,electronics,5618.0,0
1277,383.0,2024-03-11,clothing,5810.0,0
1278,362.0,2024-01-06,grocery,4975.0,0
1279,645.0,2024-01-08,toys,3853.0,1
1280,891.0,2024-01-25,electronics,1069.0,0
1281,389.0,2024-02-13,toys,502.0,1
1282,953.0,2024-03-01,grocery,7284.0,0
1283,356.0,2024-02-14,electronics,9165.0,1
1284,981.0,2024-02-09,books,726.0,0
1285,295.0,2024-03-25,books,3405.0,0
1286,664.0,2024-01-15,electronics,6159.0,0
1287,840.0,2024-02-21,clothing,7105.0,0
1288,465.0,,clothing,7404.0,1
1289,812.0,2024-02-12,clothing,7002.0,0
1290,888.0,2024-03-13,books,1020.0,0
1291,850.0,2024-01-25,books,2687.0,0
1292,596.0,2024-03-26,clothing,,0
1293,973.0,2024-01-30,clothing,824.0,0
1294,931.0,2024-02-19,clothing,3562.0,0
1295,526.0,2024-02-16,toys,3972.0,0
1296,933.0,2024-03-17,clothing,9784.0,0
1297,1118.0,2024-02-09,grocery,3306.0,0
1298,1016.0,2024-01-26,home,9718.0,0
1299,933.0,2024-01-02,toys,7061.0,1
1300,966.0,2024-02-02,home,6983.0,0
1301,1004.0,2024-03-15,clothing,8232.0,0
1302,489.0,2024-01-01,home,8453.0,0
1303,920.0,2024-03-21,clothing,2378.0,0
1304,399.0,2024-02-18,electronics,4323.0,0
1305,558.0,,clothing,5375.0,1
1306,1134.0,2024-01-28,clothing,9771.0,1
1307,483.0,2024-02-19,electronics,596.0,1
1308,1043.0,2024-01-29,electronics,4871.0,0
1309,622.0,2024-01-10,grocery,2298.0,0
1310,409.0,2024-02-29,home,2225.0,0
1311,297.0,2024-03-01,books,7664.0,0
1312,748.0,2024-01-11,grocery,2177.0,0
1313,651.0,2024-01-26,clothing,7974.0,0
1314,711.0,2024-01-22,books,9939.0,0
1315,243.0,2024-02-29,grocery,7807.0,0
1316,468.0,2024-03-06,home,1864.0,0
1317,203.0,2024-03-06,books,1594.0,0
1318,502.0,,clothing,4482.0,1
1319,1131.0,2024-03-10,electronics,5599.0,0
1320,352.0,2024-01-29,electronics,7826.0,1
1321,889.0,2024-01-10,electronics,4341.0,0
1322,205.0,,toys,1836.0,0
1323,761.0,,home,9915.0,0
1324,1120.0,2024-03-28,books,9063.0,0
1325,,2024-01-21,toys,6608.0,0
1326,397.0,2024-01-22,electronics,7014.0,0
1327,770.0,2024-01-04,clothing,9363.0,0
1328,478.0,2024-01-13,books,4852.0,0
1329,1091.0,2024-02-19,grocery,1623.0,0
1330,1048.0,,home,6137.0,0
1331,852.0,2024-02-03,grocery,4617.0,0
1332,839.0,2024-01-28,clothing,8036.0,1
1333,802.0,2024-03-15,grocery,7760.0,0
1334,935.0,2024-02-11,electronics,4819.0,0
1335,660.0,2024-03-13,clothing,3804.0,0
1336,1169.0,2024-03-27,home,4335.0,0
1337,545.0,2024-01-29,electronics,6397.0,0
1338,,2024-01-19,grocery,6441.0,0
1339,898.0,,grocery,5213.0,0
1340,862.0,2024-02-27,home,5411.0,0
1341,1180.0,2024-01-27,clothing,9919.0,0
1342,595.0,2024-02-25,electronics,2685.0,1
1343,624.0,2024-02-16,home,1902.0,1
1344,762.0,2024-03-22,home,8030.0,0
1345,592.0,2024-01-24,toys,9365.0,0
1346,984.0,,home,6164.0,0
1347,628.0,2024-03-25,electronics,4134.0,0
1348,983.0,2024-01-17,electronics,3614.0,0
1349,625.0,2024-01-15,toys,4785.0,0
1350,425.0,2024-02-17,electronics,713.0,1
1351,1190.0,2024-01-05,grocery,5379.0,0
1352,726.0,2024-01-27,electronics,2841.0,1
1353,906.0,2024-02-09,toys,2799.0,0
1354,791.0,2024-03-28,grocery,5690.0,0
1355,559.0,,books,9642.0,0
1356,1172.0,,electronics,2216.0,0
1357,571.0,2024-03-21,grocery,9131.0,0
1358,1193.0,2024-01-09,clothing,5289.0,0
1359,630.0,2024-03-08,home,9733.0,0
1360,222.0,2024-03-17,grocery,3944.0,0
1361,236.0,2024-03-21,toys,9968.0,0
1362,1173.0,2024-01-21,electronics,6666.0,0
1363,727.0,2024-03-21,toys,6763.0,0
1364,587.0,2024-01-11,electronics,5718.0,0
1365,1011.0,2024-02-16,toys,4625.0,0
1366,817.0,2024-02-12,home,5345.0,0
1367,860.0,2024-01-29,clothing,8536.0,0
1368,885.0,2024-01-02,books,7964.0,0
1369,398.0,,electronics,432.0,0
1370,288.0,2024-01-31,grocery,7006.0,0
1371,928.0,2024-02-29,clothing,8376.0,1
1372,221.0,2024-02-06,clothing,7491.0,0
1373,919.0,2024-02-03,home,5072.0,0
1374,329.0,2024-03-20,toys,3487.0,0
1375,462.0,2024-01-09,home,6796.0,0
1376,907.0,2024-03-07,home,6703.0,1
1377,822.0,2024-03-08,home,3864.0,0
1378,981.0,2024-02-04,grocery,4181.0,0
1379,810.0,2024-01-24,books,3811.0,0
1380,247.0,2024-01-01,toys,639.0,0
1381,1039.0,2024-03-25,toys,509.0,0
1382,415.0,2024-03-26,grocery,1013.0,0
1383,336.0,2024-01-22,grocery,4352.0,0
1384,1078.0,2024-01-03,toys,5201.0,0
1385,394.0,2024-01-12,clothing,4200.0,0
1386,736.0,2024-01-07,toys,9559.0,0
1387,685.0,2024-03-15,toys,,0
1388,,2024-03-21,clothing,4050.0,0
1389,244.0,2024-01-14,toys,2622.0,0
1390,306.0,2024-03-08,clothing,3136.0,1
1391,615.0,2024-01-17,home,5923.0,0
1392,673.0,2024-02-03,toys,3236.0,0
1393,988.0,2024-02-23,clothing,3313.0,1
1394,805.0,2024-03-05,books,6773.0,0
1395,348.0,2024-03-19,toys,8335.0,0
1396,1178.0,2024-01-05,books,2282.0,0
1397,659.0,,grocery,1290.0,0
1398,1164.0,2024-01-26,electronics,2545.0,0
1399,1189.0,2024-01-28,toys,5859.0,0
1400,251.0,2024-03-30,toys,9603.0,1
1401,705.0,2024-03-10,grocery,1767.0,0
1402,622.0,2024-01-29,electronics,618.0,0
1403,698.0,2024-03-28,grocery,5375.0,0
1404,509.0,2024-02-14,books,9910.0,0
1405,758.0,,books,5613.0,0
1406,692.0,2024-02-09,books,9258.0,0
1407,386.0,2024-01-13,home,6493.0,0
1408,,2024-03-25,home,508.0,0
1409,,2024-01-02,books,4387.0,0
1410,1043.0,2024-01-16,electronics,7745.0,0
1411,877.0,2024-01-21,grocery,5191.0,0
1412,587.0,2024-01-26,clothing,2108.0,0
1413,595.0,2024-01-12,electronics,1972.0,1
1414,279.0,2024-01-02,home,6701.0,0
1415,489.0,2024-03-01,books,4736.0,0
1416,1124.0,2024-03-28,home,5825.0,0
1417,231.0,2024-01-11,grocery,3854.0,0
1418,346.0,2024-01-27,electronics,3521.0,1
1419,1046.0,2024-02-15,clothing,6727.0,0
1420,720.0,2024-03-24,home,275.0,0
1421,,2024-03-03,toys,4460.0,0
1422,689.0,2024-03-09,home,3831.0,0
1423,949.0,2024-02-22,books,7836.0,0
1424,545.0,2024-02-07,home,7337.0,0
1425,581.0,,grocery,,0
1426,831.0,2024-03-18,books,2773.0,0
1427,798.0,2024-03-13,grocery,2509.0,0
1428,1102.0,2024-01-03,toys,2269.0,0
1429,447.0,2024-03-05,clothing,2881.0,0
1430,476.0,2024-01-08,clothing,7652.0,0
1431,355.0,2024-03-07,toys,642.0,0
1432,864.0,2024-03-15,clothing,455.0,0
1433,733.0,2024-01-12,books,5490.0,0
1434,546.0,2024-02-09,clothing,2388.0,1
1435,895.0,2024-01-12,home,,0
1436,576.0,2024-02-21,clothing,7570.0,0
1437,395.0,2024-03-24,home,7736.0,0
1438,739.0,2024-01-08,grocery,4677.0,1
1439,636.0,2024-02-05,toys,4489.0,0
1440,605.0,2024-03-28,grocery,4369.0,0
1441,,2024-01-28,electronics,2120.0,1
1442,1114.0,2024-01-12,books,5758.0,1
1443,415.0,2024-02-13,clothing,8661.0,0
1444,475.0,2024-02-15,grocery,2713.0,0
1445,765.0,2024-02-29,toys,755.0,0
1446,246.0,2024-01-29,clothing,5733.0,0
1447,345.0,2024-03-27,home,4111.0,0
1448,766.0,2024-02-16,home,8014.0,0
1449,709.0,2024-01-26,books,8593.0,0
1450,852.0,2024-03-27,books,9515.0,0
1451,313.0,2024-03-24,electronics,4052.0,0
1452,1053.0,2024-02-14,books,9036.0,1
1453,685.0,2024-01-03,books,1354.0,1
1454,355.0,2024-02-23,toys,,0
1455,511.0,2024-02-19,grocery,2805.0,0
1456,427.0,2024-01-14,toys,9245.0,0
1457,652.0,2024-02-27,electronics,6079.0,0
1458,669.0,,grocery,3784.0,1
1459,633.0,,books,1688.0,0
1460,661.0,2024-03-06,books,7872.0,0
1461,1107.0,2024-01-13,grocery,6617.0,0
1462,1159.0,2024-03-08,grocery,8558.0,1
1463,689.0,2024-02-07,electronics,4492.0,0
1464,1163.0,,books,1668.0,0
1465,1018.0,2024-03-27,toys,3476.0,0
1466,1019.0,2024-01-15,home,6275.0,0
1467,425.0,2024-02-23,clothing,2560.0,0
1468,638.0,2024-01-17,home,891.0,0
1469,552.0,2024-03-24,grocery,,0
1470,296.0,2024-03-07,clothing,5398.0,0
1471,275.0,2024-03-13,toys,4086.0,0
1472,822.0,2024-02-08,toys,5616.0,0
1473,620.0,2024-02-12,grocery,7436.0,0
1474,1025.0,2024-02-27,clothing,212.0,0
1475,868.0,,clothing,4514.0,0
1476,285.0,2024-03-17,home,2690.0,0
1477,1038.0,2024-01-02,home,1099.0,0
1478,696.0,2024-02-29,books,551.0,0
1479,765.0,2024-01-10,toys,4515.0,0
1480,1165.0,,toys,5529.0,0
1481,840.0,2024-03-15,clothing,5174.0,0
1482,222.0,2024-01-23,toys,7871.0,0
1483,377.0,2024-03-12,clothing,4685.0,0
1484,626.0,2024-02-11,books,5979.0,0
1485,237.0,2024-01-21,electronics,8198.0,0
1486,367.0,2024-01-31,books,6640.0,0
1487,991.0,2024-02-17,grocery,9125.0,0
1488,342.0,2024-03-09,books,2370.0,0
1489,367.0,2024-02-24,toys,7909.0,0
1490,704.0,,electronics,7027.0,0
1491,291.0,2024-03-19,home,5910.0,1
1492,455.0,2024-03-08,books,235.0,0
1493,1137.0,2024-02-24,toys,5505.0,0
1494,831.0,2024-01-27,grocery,8611.0,0
1495,1163.0,2024-02-07,home,6516.0,0
1496,554.0,2024-01-11,electronics,,0
1497,816.0,2024-02-03,books,3019.0,0
1498,438.0,2024-03-24,electronics,5778.0,0
1499,578.0,2024-02-08,books,8155.0,0
1500,374.0,2024-01-11,electronics,4559.0,0
1501,1033.0,2024-02-28,home,8596.0,0
1502,384.0,2024-03-27,clothing,7998.0,1
1503,404.0,2024-03-19,clothing,2817.0,0
1504,663.0,2024-01-25,electronics,2109.0,0
1505,629.0,2024-02-10,grocery,9046.0,0
1506,513.0,2024-02-17,grocery,5973.0,0
1507,557.0,2024-01-23,toys,8516.0,0
1508,495.0,2024-01-25,electronics,9235.0,0
1509,1112.0,2024-01-22,books,4358.0,0
1510,780.0,2024-03-30,grocery,647.0,0
1511,1119.0,2024-03-08,home,9107.0,0
1512,1186.0,2024-03-16,electronics,5918.0,0
1513,850.0,2024-03-14,electronics,,0
1514,1025.0,2024-03-27,clothing,5390.0,0
1515,310.0,2024-01-10,grocery,473.0,0
1516,1149.0,2024-03-20,clothing,3039.0,0
1517,682.0,2024-01-06,grocery,3608.0,0
1518,913.0,2024-02-12,toys,4651.0,0
1519,445.0,2024-02-23,grocery,5740.0,0
1520,295.0,2024-02-02,toys,,0
1521,1084.0,2024-01-14,clothing,3643.0,0
1522,649.0,2024-01-18,toys,7405.0,1
1523,338.0,2024-03-15,clothing,9431.0,0
1524,858.0,2024-01-29,clothing,,0
1525,254.0,2024-01-28,clothing,2695.0,0
1526,650.0,2024-03-24,electronics,6840.0,1
1527,904.0,2024-01-13,electronics,2954.0,1
1528,920.0,2024-03-23,clothing,4882.0,0
1529,653.0,2024-03-23,electronics,6420.0,0
1530,569.0,2024-02-23,books,3072.0,1
1531,1038.0,2024-01-15,electronics,236.0,1
1532,384.0,2024-01-15,electronics,8403.0,0
1533,274.0,2024-01-26,grocery,7329.0,0
1534,356.0,2024-02-21,electronics,1405.0,0
1535,1001.0,2024-01-14,electronics,3898.0,0
1536,669.0,2024-02-11,electronics,2763.0,1
1537,237.0,2024-01-11,electronics,9780.0,0
1538,,2024-02-18,home,9428.0,0
1539,228.0,2024-01-02,toys,6974.0,0
1540,1014.0,2024-03-04,toys,4518.0,0
1541,661.0,2024-01-05,home,710.0,0
1542,268.0,2024-01-18,electronics,2618.0,0
1543,421.0,2024-01-16,toys,1106.0,0
1544,816.0,,electronics,7936.0,0
1545,793.0,2024-01-05,home,1063.0,0
1546,1019.0,2024-02-08,books,6838.0,0
1547,225.0,2024-02-23,grocery,9534.0,0
1548,269.0,2024-02-16,clothing,3216.0,1
1549,235.0,2024-03-02,home,6902.0,0
1550,594.0,2024-03-13,books,8814.0,0
1551,927.0,2024-02-05,home,4389.0,0
1552,863.0,2024-03-15,grocery,4597.0,0
1553,410.0,2024-01-29,toys,2163.0,0
1554,857.0,2024-03-29,books,4388.0,0
1555,856.0,2024-02-15,books,8760.0,0
1556,391.0,2024-03-07,toys,6699.0,0
1557,949.0,2024-03-19,books,2174.0,0
1558,622.0,2024-03-12,clothing,5359.0,0
1559,259.0,2024-03-17,books,7124.0,0
1560,590.0,2024-02-18,electronics,956.0,0
1561,969.0,2024-01-04,clothing,7679.0,0
1562,896.0,2024-02-14,books,2171.0,0
1563,468.0,2024-01-17,toys,3086.0,0
1564,956.0,2024-03-21,toys,4279.0,0
1565,589.0,2024-01-22,clothing,5147.0,0
1566,660.0,2024-01-21,books,9175.0,0
1567,286.0,2024-01-23,electronics,2384.0,0
1568,1197.0,2024-02-27,toys,2706.0,0
1569,1038.0,2024-02-21,clothing,3912.0,0
1570,394.0,2024-03-26,toys,8600.0,0
1571,,2024-02-07,grocery,9657.0,0
1572,980.0,2024-01-26,toys,4653.0,0
1573,704.0,2024-01-05,clothing,6991.0,0
1574,410.0,2024-01-01,grocery,9188.0,0
1575,1168.0,2024-02-03,toys,8495.0,0
1576,468.0,2024-03-24,home,6875.0,0
1577,534.0,2024-02-17,grocery,5496.0,0
1578,571.0,2024-03-21,grocery,9845.0,0
1579,1090.0,2024-01-10,electronics,2541.0,1
1580,700.0,2024-01-09,grocery,3754.0,0
1581,,2024-03-16,toys,7185.0,0
1582,,2024-01-10,clothing,,0
1583,,2024-01-05,clothing,5104.0,0
1584,1056.0,2024-02-06,toys,8572.0,0
1585,1107.0,2024-03-24,clothing,1932.0,0
1586,1148.0,2024-03-03,books,8069.0,0
1587,1191.0,2024-01-09,toys,4240.0,0
1588,843.0,2024-03-16,home,8632.0,0
1589,331.0,2024-03-16,grocery,6420.0,0
1590,313.0,2024-03-13,electronics,1739.0,0
1591,996.0,2024-03-22,clothing,7405.0,0
